company,code,capitalication
"タカラスタンダード","7981","112567663818"
"大阪製鐵","5449","112337912174"
"M&A総研ホールディングス","9552","112279117149"
"アース製薬","4985","112159995000"
"池田泉州ホールディングス","8714","111560426904"
"東鉄工業","1835","111549000000"
"乃村工藝社","9716","111503826840"
"ジェイエイシーリクルートメント","2124","111419995600"
"阿波銀行","8388","110766960000"
"モスフードサービス","8153","110754288600"
"くら寿司","2695","110040136800"
"AOKIホールディングス","8214","109871571072"
"あらた","2733","109794856080"
"プリマハム","2281","109637945830"
"アークランズ","9842","109140465192"
"ノリタケ","5331","108649654680"
"青山商事","8219","108145558336"
"帝国ホテル","9708","108108000000"
"ミツウロコグループホールディングス","8131","107520308988"
"トーカロ","3433","107467200000"
"愛三工業","7283","107380587405"
"メニコン","7780","106997659648"
"PKSHA Technology","3993","106866060000"
"エイチ・アイ・エス","9603","106774071432"
"山洋電気","6516","106761099010"
"南都銀行","8367","106342612320"
"野村マイクロ・サイエンス","6254","106271136000"
"トランコム","9058","105822537500"
"高砂香料工業","4914","105800084250"
"DM三井製糖ホールディングス","2109","105752887200"
"キヤノン電子","7739","105558556540"
"ユアテック","1934","105158816672"
"ミルボン","4919","105147217950"
"ニッタ","5186","105045585410"
"ドトール・日レスホールディングス","3087","105039279583"
"日本管財ホールディングス","9347","104968599994"
"東テク","9960","104532324000"
"ニチハ","7943","104507939200"
"PILLAR","6490","103925984900"
"ハピネット","7552","103896000000"
"澁谷工業","6340","103591547360"
"倉敷紡績","3106","103550000000"
"日本ライフライン","7575","103334553080"
"マックスバリュ東海","8198","103275529040"
"トリケミカル研究所","4369","103020688800"
"TSIホールディングス","3608","102980487026"
"アイチコーポレーション","6345","102608320000"
"新晃工業","6458","102535806984"
"山陽特殊製鋼","5481","102528244467"
"武蔵野銀行","8336","102220695360"
"愛知製鋼","5482","102217509500"
"日本製紙","3863","102071795176"
"日本毛織","3201","101984833146"
"東亜建設工業","1885","101967100044"
"ゴールドクレスト","8871","101877048000"
"京葉銀行","8544","101725162092"
"プレミアグループ","7199","101621601270"
"ワコム","6727","101536000000"
"アルゴグラフィックス","7595","101487160000"
"ナガワ","9663","101414726800"
"東プレ","5975","101236898176"
"エレマテック","2715","101235735778"
"キッツ","6498","101153695809"
"ローランド","7944","100964491230"
"サカイ引越センター","9039","99969288000"
"イーグル工業","6486","99913704568"
"クミアイ化学工業","4996","99755274388"
"ハマキョウレックス","9037","99622880000"
"チェンジホールディングス","3962","98982222948"
"K&Oエナジーグループ","1663","98326131670"
"イオン九州","2653","98230633560"
"ユナイテッド・スーパーマーケット・ホールディングス","3222","97970928864"
"ID&Eホールディングス","9161","97941855550"
"エン・ジャパン","4849","97890804000"
"伯東","7433","97870410990"
"モリタホールディングス","6455","97637485902"
"日置電機","6866","97469336750"
"テクマトリックス","3762","97317222400"
"未来工業","7931","97306926800"
"ハイデイ日高","7611","96855527524"
"太平電業","1968","96507366900"
"図研","6947","96452900340"
"藤田観光","9722","96438649600"
"極東開発工業","7226","96199400000"
"マクセル","6810","95912894000"
"JCU","4975","95911049360"
"泉州電業","9824","95452500000"
"日本紙パルプ商事","8032","95386848850"
"オンワードホールディングス","8016","95384688076"
"百十四銀行","8386","95150950000"
"日本エスコン","8892","95031975068"
"東京エレクトロンデバイス","2760","94792912500"
"芝浦機械","6104","94419871000"
"ユニオンツール","6278","94251700000"
"NSユナイテッド海運","9110","93845208285"
"日本軽金属ホールディングス","5703","93796543750"
"新日本建設","1879","93759180160"
"SBSホールディングス","2384","93536361000"
"杏林製薬","4569","93035427840"
"Genky DrugStores","9267","92954304000"
"新明和工業","7224","92820000000"
"オカモト","5122","92668759040"
"ユアサ商事","8074","92599000000"
"千葉興業銀行","8337","92586402960"
"古野電気","6814","92494206600"
"EIZO","6737","92232947360"
"ワキタ","8125","91817589205"
"トーエネック","1946","91817452500"
"三洋化成工業","4471","91432511520"
"髙松コンストラクショングループ","1762","91329130094"
"中央自動車工業","8117","91191100000"
"タマホーム","1419","91165701000"
"昭和産業","2004","91012954760"
"東北新社","2329","90713283294"
"日伝","9902","90187120000"
"サンフロンティア不動産","8934","89953897500"
"ベルシステム24ホールディングス","6183","89905284890"
"サカタインクス","4633","89546912733"
"鶴見製作所","6351","89512500000"
"日新","9066","89402911290"
"ネクセラファーマ","4565","89267883446"
"インソース","6200","89249421000"
"グンゼ","3002","89234542560"
"伊藤忠食品","2692","89040000000"
"蝶理","8014","88182620830"
"第一実業","8059","88103620800"
"パイオラックス","5988","87638592300"
"黒崎播磨","5352","87499468800"
"近鉄百貨店","8244","87467264220"
"コシダカホールディングス","2157","87348332400"
"ユニバーサルエンターテインメント","6425","87171965000"
"プレミアムウォーターホールディングス","2588","86779639620"
"共英製鋼","5440","86430055250"
"コニシ","4956","86258228000"
"亀田製菓","2220","86038395750"
"栄研化学","4549","86009008824"
"GMOフィナンシャルホールディングス","7177","85586424003"
"四国化成ホールディングス","4099","85566256641"
"東洋紡","3101","84952547568"
"日比谷総合設備","1982","84453721155"
"ワールド","3612","84395428110"
"シナネンホールディングス","8132","84280977860"
"沖電気工業","6703","84252203532"
"トモニホールディングス","8600","84186859785"
"旭有機材","4216","84052698000"
"パソナグループ","2168","83797503000"
"東洋炭素","5310","83760426120"
"UTグループ","2146","83696869215"
"ハローズ","2742","83639400000"
"NISSHA","7915","83301535044"
"ウエストホールディングス","1407","83125643328"
"イトーキ","7972","83063714600"
"ニチコン","6996","82992000000"
"セントラル硝子","4044","82940000000"
"松本油脂製薬","4365","82807145850"
"不二越","6474","82732218760"
"西本Wismettacホールディングス","9260","82717145820"
"エスフーズ","2292","82605365760"
"フルヤ金属","7826","82389368820"
"レイズネクスト","6379","82281272507"
"アクシアル リテイリング","8255","82045240812"
"IDEC","6652","81964804495"
"千代田化工建設","6366","81741902106"
"プレステージ・インターナショナル","4290","81709450500"
"セプテーニ・ホールディングス","4293","81385016790"
"テレビ東京ホールディングス","9413","81276786500"
"NECキャピタルソリューション","8793","81094602315"
"イー・ギャランティ","8771","80882409600"
"松田産業","7456","80860285905"
"アルペン","3028","80770376000"
"デジタルアーツ","2326","80558100000"
"メタウォーター","9551","80534960000"
"グリー","3632","80527865600"
"オイレス工業","6282","80520621090"
"バンドー化学","5195","80468635520"
"ユナイテッドアローズ","7606","80398591836"
"ウェザーニューズ","4825","80302320000"
"太平洋工業","7250","80197267968"
"ノーリツ","5943","80115634500"
"OBARA GROUP","6877","79825378500"
"大垣共立銀行","8361","79313276712"
"RS Technologies","3445","79224439030"
"メタプラネット","3350","79200782918.95"
"静岡ガス","9543","78707317350"
"品川リフラクトリーズ","5351","78640912440"
"M&Aキャピタルパートナーズ","6080","78571766000"
"スター精密","7718","78526018532"
"TPR","6463","78444326413"
"理研ビタミン","4526","78398062600"
"明星工業","1976","78377538020"
"日精エー・エス・ビー機械","6284","78278472000"
"アイザワ証券グループ","8708","77134128327"
"大和冷機工業","6459","77058650350"
"日本道路","1884","77037934020"
"ベルーナ","9997","77017621824"
"ボードルア","4413","76951160000"
"ツガミ","6101","76500000000"
"三菱総合研究所","3636","76371972000"
"TREホールディングス","9247","76127700264"
"コジマ","7513","76120723532"
"ドウシシャ","7483","76096794896"
"シグマクシス・ホールディングス","6088","76050000000"
"オプトラン","6235","75985254000"
"東急建設","1720","75586933140"
"ウェルネオシュガー","2117","75435095416"
"JBCCホールディングス","9889","75182932890"
"ニチレキグループ","5011","75032341440"
"トーカイ","9729","75002041026"
"東計電算","4746","74800000000"
"日鉄鉱業","1515","74753255050"
"東邦銀行","8346","74740000000"
"ZACROS","7917","74373553600"
"MTG","7806","74345155272"
"santec Holdings","6777","74278431000"
"KHネオケム","4189","73964455400"
"ジャパンディスプレイ","6740","73727372418"
"京阪神ビルディング","8818","73669612506"
"インフォマート","2492","73419029600"
"プラスアルファ・コンサルティング","4071","73306635000"
"松風","7979","73222612188"
"レスター","3156","73166740419"
"サトーホールディングス","6287","72775868328"
"マースグループホールディングス","6419","72704000000"
"リョービ","5851","72605022032"
"ジーテクト","5970","72135128920"
"ナガイレーベン","7447","72079512000"
"ゲオホールディングス","2681","71915809672"
"中部鋼鈑","5461","71362600000"
"四電工","1939","71296491420"
"TDCソフト","4687","71222169600"
"JCRファーマ","4552","71068096784"
"東邦チタニウム","5727","70700742720"
"アバントグループ","3836","70585970625"
"広済堂ホールディングス","7868","70475582205"
"日本駐車場開発","2353","70376517200"
"ジャパンインベストメントアドバイザー","7172","70114683597"
"カッパ・クリエイト","7421","70069871604"
"MIRARTHホールディングス","8897","69733000000"
"ザ・パック","3950","69650000000"
"湖北工業","6524","69606000000"
"ラクスル","4384","69520196566"
"村上開明堂","7292","69212000000"
"ホーチキ","6745","69091176000"
"片倉工業","3001","68845325000"
"ヱスビー食品","2805","68792281700"
"新日本科学","2395","68360400800"
"ストライク","6196","68320326000"
"リケンNPR","6209","68073949840"
"内田洋行","8057","67830105210"
"山梨中央銀行","8360","67598546000"
"エスリード","8877","67584672000"
"シーイーシー","9692","67416800000"
"矢作建設工業","1870","67312652613"
"積水樹脂","4212","67193527166"
"ギフトホールディングス","9279","67184526660"
"日本セラミック","6929","67016123477"
"古河機械金属","5715","66977860608"
"J-オイルミルズ","2613","66949875108"
"メック","4971","66937095155"
"カーブスホールディングス","7085","66920392509"
"正栄食品工業","8079","66861000000"
"丸三証券","8613","66859075904"
"コムチュア","3844","66804595200"
"Jトラスト","8508","66764282775"
"日本精機","7287","66754728504"
"富山第一銀行","7184","66753468600"
"合同製鐵","5410","66523418680"
"天馬","7958","66325934928"
"大阪チタニウムテクノロジーズ","5726","66276800000"
"ブルボン","2208","65926000000"
"AnyMind Group","5027","65919201600"
"長府製作所","5946","65739479040"
"ジェイエスピー","7942","65716985516"
"カメイ","8037","65485209998"
"イリソ電子工業","6908","65245134492"
"エイベックス","7860","65116008400"
"東亜道路工業","1882","64911543990"
"日本トランスシティ","9310","64859574822"
"不二家","2211","64848417385"
"マルゼン","5982","64680600000"
"月島ホールディングス","6332","64651758600"
"ケイアイスター不動産","3465","64640910000"
"三井住友建設","1821","64418635116"
"帝国繊維","3302","64360296000"
"日機装","6376","64333367520"
"JMホールディングス","3539","64297595000"
"酉島製作所","6363","64249041948"
"ミロク情報サービス","9928","64078372526"
"エムティーアイ","9438","63825354400"
"富士古河E&C","1775","63637255050"
"小森コーポレーション","6349","63521450640"
"ホソカワミクロン","6277","63236762760"
"住友精化","4008","63191724400"
"カワチ薬品","2664","63130222560"
"立花エレテック","8159","62938483630"
"アイル","3854","62631362528"
"上新電機","8173","62580000000"
"ソフトウェア・サービス","3733","62398560000"
"テーオーシー","8841","62222120376"
"西部ガスホールディングス","9536","62177612024"
"大阪有機化学工業","4187","62165445412"
"コロプラ","3668","62078993280"
"バルカー","7995","62046593560"
"オプテックスグループ","6914","61924421544"
"バイタルケーエスケー・ホールディングス","3151","61920250368"
"フタバ産業","7241","61810770630"
"SRAホールディングス","3817","61798200000"
"タチエス","7239","61498766270"
"アンビスホールディングス","7071","61418112000"
"応用地質","9755","61414844589"
"VTホールディングス","7593","61413098034"
"ソフトクリエイトホールディングス","3371","61409569662"
"日本信号","6741","61300714488"
"レノバ","9519","61269532800"
"デンヨー","6517","61126730840"
"ispace","9348","61107753328"
"スパークス・グループ","8739","60861276960"
"ブロードリーフ","3673","60793912800"
"GA technologies","3491","60679962750"
"日本冶金工業","5480","60594572030"
"ホクト","1379","60546657600"
"日東富士製粉","2003","60531495600"
"G‐7ホールディングス","7508","60411406734"
"朝日工業社","1975","60384000000"
"石原産業","4028","60333610842"
"ジェイ・エス・ビー","3480","60232584000"
"エスペック","6859","60071801244"
"大豊建設","1822","59945685345"
"リンクアンドモチベーション","2170","59926040000"
"三井松島ホールディングス","1518","59900274000"
"三十三フィナンシャルグループ","7322","59740596555"
"SBIグローバルアセットマネジメント","4765","59722617600"
"インテージホールディングス","4326","59709202000"
"マンダム","4917","59709015244"
"リンガーハット","8200","59617451964"
"富士紡ホールディングス","3104","59303200000"
"トナミホールディングス","9070","59249336770"
"木曽路","8160","59114394119"
"福井コンピュータホールディングス","9790","58932900000"
"オークネット","3964","58812600000"
"ダイハツディーゼル","6023","58763250000"
"あすか製薬ホールディングス","4886","58742468478"
"都築電気","8157","58536070494"
"ステラケミファ","4109","58468622400"
"グリムス","3150","58465334000"
"フルサト・マルカホールディングス","7128","58404176480"
"北越工業","6364","58128760486"
"フィックスターズ","3687","57919470000"
"テクノ菱和","1965","57908168120"
"ハイレックスコーポレーション","7279","57783739608"
"エリアリンク","8914","57768177600"
"イーレックス","9517","57715394208"
"ビジョン","9416","57683219400"
"おきなわフィナンシャルグループ","7350","57656492820"
"日本農薬","4997","57622858646"
"プレス工業","7246","57471026860"
"ナフコ","2790","57364754400"
"JPホールディングス","2749","57277808800"
"Genki Global Dining Concepts","9828","57205927520"
"リテールパートナーズ","8167","57188068334"
"ティーケーピー","3479","57165608465"
"サンマルクホールディングス","3395","57125643960"
"平田機工","6258","57114837900"
"トランザクション","7818","57047026800"
"東京鐵鋼","5445","56941054400"
"ナガセ","9733","56902129263"
"海帆","3133","56861168000"
"日本精化","4362","56808908833"
"シークス","7613","56750400000"
"カンロ","2216","56514578760"
"イーエムシステムズ（商号 株式会社EMシステムズ）","4820","56184159200"
"ゼビオホールディングス","8281","56103807933"
"リケンテクノス","4220","55719331893"
"エムアップホールディングス","3661","55656991700"
"FPパートナー","7388","55646582700"
"ピーエス・コンストラクション","1871","55511167901"
"オリエンタル白石","1786","55384950600"
"歌舞伎座","9661","55251800000"
"I‐PEX","6640","55007586400"
"世紀東急工業","1898","54939176276"
"アイダエンジニアリング","6118","54933701011"
"岩井コスモホールディングス","8707","54828057600"
"クオールホールディングス","3034","54697315710"
"アネスト岩田","6381","54561375035"
"スターゼン","8043","54370307320"
"松屋","8237","54302143160"
"フクシマガリレイ","6420","54282753600"
"BEENOS","3328","54027710150"
"関東電化工業","4047","53978194900"
"宮崎銀行","8393","53870037000"
"RYODEN","8084","53844120743"
"オイシックス・ラ・大地","3182","53733693996"
"ユーグレナ","2931","53570400243"
"キャンドゥ","2698","53496938000"
"フルキャストホールディングス","4848","53493092800"
"栗本鐵工所","5602","53433695750"
"キユーソー流通システム","9369","53424670600"
"西華産業","8061","53410017750"
"イオンファンタジー","4343","53359222850"
"フォーラムエンジニアリング","7088","53205523200"
"GMOフィナンシャルゲート","4051","52955698000"
"サーラコーポレーション","2734","52832917600"
"安田倉庫","9324","52796040000"
"アニコム ホールディングス","8715","52769644840"
"神鋼商事","8075","52720343900"
"ロードスターキャピタル","3482","52623576000"
"ベルテクスコーポレーション","5290","52582315350"
"大日精化工業","4116","52488970200"
"岩手銀行","8345","52459721096"
"スマレジ","4431","52427546200"
"プロトコーポレーション","4298","52322774400"
"コタ","4923","52300244844"
"ベース","4481","52288932000"
"A&Dホロンホールディングス","7745","52181919792"
"宮越ホールディングス","6620","52059440843"
"アルプス技研","4641","52039793275"
"Japan Eyewear Holdings","5889","52030876980"
"サガミホールディングス","9900","52028163128"
"ヤマエグループホールディングス","7130","51995720256"
"宮地エンジニアリンググループ","3431","51951260632"
"イワキ","6237","51841547550"
"ブロンコビリー","3091","51645575000"
"山一電機","6941","51605588100"
"ユニプレス","5949","51591263475"
"日東工器","6151","51324956430"
"沖縄電力","9511","51121312570"
"三重交通グループホールディングス","3232","50860950342"
"リソー教育","4714","50854623064"
"淺沼組","1852","50733790120"
"じげん","3679","50711800000"
"リミックスポイント","3825","50563853600"
"マクロミル","3978","50519664000"
"弁護士ドットコム","6027","50516399700"
"東京計器","7721","50409647928"
"大分銀行","8392","49786738210"
"四国銀行","8387","49764000000"
"理想科学工業","6413","49752000000"
"湖池屋","2226","49615500000"
"日本カーボン","5302","49104891600"
"ケーユーホールディングス","9856","49068138688"
"テンポスホールディングス","2751","49028190000"
"帝国電機製作所","6333","49009060776"
"チヨダ","8185","48957474928"
"フジッコ","2908","48952686411"
"芝浦電子","6957","48857552200"
"プロクレアホールディングス","7384","48834862728"
"横浜冷凍","2874","48776480932"
"JFEシステムズ","4832","48688600000"
"SREホールディングス","2980","48669265475"
"クレスコ","4674","48664000000"
"アイホン","6718","48592740000"
"高速","7504","48531007040"
"有沢製作所","5208","48520100180"
"新東工業","6339","48467864064"
"ミニストップ","9946","48288840456"
"ジャムコ","7408","48113377434"
"三協フロンテア","9639","48044937600"
"フジオフードグループ本社","2752","47936942300"
"第一建設工業","1799","47932812318"
"アドヴァン","7463","47781252388"
"モリト","9837","47730000000"
"フランスベッドホールディングス","7840","47728092500"
"ニチリン","5184","47569665000"
"SFPホールディングス","3198","47498100498"
"北海道瓦斯","9534","47448631050"
"極洋","1301","47407260775"
"ハニーズホールディングス","2792","47290500000"
"ぴあ","4337","47237067260"
"荏原実業","6328","47129850000"
"トピー工業","7231","47119687070"
"ゼンリン","9474","47101722030"
"特種東海製紙","3708","47015500000"
"アルコニックス","3036","46936864800"
"日本システム技術","4323","46867268040"
"SRSホールディングス","8163","46861307920"
"ネットプロテクションズホールディングス","7383","46715656800"
"極東証券","8706","46513401000"
"中山製鋼所","5408","46489411672"
"精工技研","6834","46481596920"
"東洋証券","8614","46472994596"
"GFA","8783","46389908924"
"メディキット","7749","46344960000"
"サンバイオ","4592","46325318850"
"ミマキエンジニアリング","6638","46265760000"
"KPPグループホールディングス","9274","46217221448"
"青山財産ネットワークス","8929","46194930238"
"川田テクノロジーズ","3443","46185593370"
"キーコーヒー","2594","46013292000"
"神奈川中央交通","9081","45990000000"
"アルファシステムズ","4719","45951348000"
"ベクトル","6058","45881930142"
"シーユーシー","9158","45765350400"
"澁澤倉庫","9304","45729329735"
"日本国土開発","1887","45694950000"
"琉球銀行","8399","45608761260"
"ゼロ","9028","45551267748"
"ダイキョーニシカワ","4246","45520182400"
"古河電池","6937","45395200000"
"エンプラス","6961","45257971050"
"大紀アルミニウム工業所","5702","45112628990"
"ヨンドシーホールディングス","8008","45110334024"
"Finatextホールディングス","4419","45013095416"
"グローブライド","7990","45000000000"
"セルシス","3663","44794907300"
"若築建設","1888","44664400885"
"新日本空調","1952","44582165100"
"高圧ガス工業","4097","44573175852"
"東洋合成工業","4970","44462909400"
"山陽電気鉄道","9052","44460220618"
"学研ホールディングス","9470","44365432608"
"Macbee Planet","7095","44255901440"
"ソラスト","6197","44244417331"
"福井銀行","8362","44160599601"
"住石ホールディングス","1514","43934068338"
"レック","7874","43928306340"
"乾汽船","9308","43854718720"
"SECカーボン","5304","43809917780"
"生化学工業","4548","43803665703"
"雪国まいたけ","1375","43742127200"
"エラン","6099","43692600000"
"丸大食品","2288","43681197488"
"守谷輸送機工業","6226","43659909000"
"IGポート","3791","43658434400"
"ディア・ライフ","3245","43639689600"
"マミーマート","9823","43619043720"
"トーメンデバイス","2737","43600820000"
"愛媛銀行","8541","43487735031"
"TWOSTONE&Sons","7352","43294960000"
"ヤマシンフィルタ","6240","43219798194"
"ピー・シー・エー","9629","43164000000"
"丹青社","9743","42952150977"
"トーモク","3946","42860914688"
"西川ゴム工業","5161","42790128180"
"堺化学工業","4078","42738000000"
"タムラ製作所","6768","42710080068"
"イチネンホールディングス","9619","42701519520"
"ミダックホールディングス","6564","42687869500"
"福田組","1899","42558705585"
"ダイコク電機","6430","42518496400"
"コメ兵ホールディングス","2780","42438890000"
"日本調剤","3341","42380520000"
"アズーム","3496","42368404000"
"三洋貿易","3176","42322245972"
"日本ビジネスシステムズ","5036","42272233600"
"コーセル","6905","42256938600"
"ムゲンエステート","3299","42241974000"
"ホットランド","3196","42228420000"
"歯愛メディカル","3540","42100000000"
"ビジネスエンジニアリング","4828","42000000000"
"スバル興業","9632","41993050000"
"技研製作所","6289","41981949992"
"旭ダイヤモンド工業","6140","41874100200"
"北興化学工業","4992","41859801276"
"長野計器","7715","41819781568"
"バリューHR","6078","41789815200"
"新日本製薬","4931","41765287200"
"養命酒製造","2540","41745000000"
"NSW","9739","41422000000"
"日本精線","5659","41301315990"
"INFORICH","9338","41254320000"
"トレジャー・ファクトリー","3093","41123434200"
"日特建設","1929","41105971735"
"アカツキ","3932","41097910100"
"レオン自動機","6272","41083224000"
"ミツバ","7280","41023628100"
"クイック","4318","40832755488"
"アイコム","6820","40733550000"
"チャーム・ケア・コーポレーション","6062","40661016000"
"ニチバン","4218","40480587712"
"バリューコマース","2491","40296599000"
"ロック・フィールド","2910","40049178260"
"ヤマタネ","9305","40044958930"
"ソディック","6143","39943542231"
"FJネクストホールディングス","8935","39843475000"
"アイティフォー","4743","39827764800"
"地主","3252","39661900200"
"西部技研","6223","39647000000"
"進和","7607","39541220017"
"ウイン・パートナーズ","3183","39532289760"
"セントラル警備保障","9740","39442034104"
"ヨコオ","6800","39399998456"
"Speee","4499","39394809000"
"巴コーポレーション","1921","39295576344"
"瑞光","6279","39283200000"
"秋田銀行","8343","39245111667"
"丸千代山岡家","3399","39219960000"
"エーアイテイー","9381","39170476800"
"ヤーマン","6630","39152098480"
"巴工業","6309","39130838000"
"トライト","9164","39100000000"
"水戸証券","8622","39091035249"
"フォスター電機","6794","39000000000"
"BuySell Technologies","7685","38931216480"
"新光商事","8141","38884809018"
"ワタミ","7522","38843240800"
"グローバルセキュリティエキスパート","4417","38682072000"
"中部飼料","2053","38633066976"
"高千穂交易","2676","38500263000"
"B-R サーティワン アイスクリーム","2268","38481770460"
"日本アビオニクス","6946","38341120470"
"小野建","7414","38289911954"
"日本ヒューム","5262","38239792500"
"佐賀銀行","8395","38230212979"
"TAKARA & COMPANY","7921","38118243114"
"セーフィー","4375","38118132650"
"テイカ","4027","38045377758"
"あさひ","3333","37891715200"
"ギフティ","4449","37836901674"
"鉄建建設","1815","37746515004"
"KOA","6999","37727102768"
"三陽商会","8011","37704703858"
"新日本電工","5563","37597669528"
"椿本興業","8052","37584252696"
"フージャースホールディングス","3284","37581276950"
"薬王堂ホールディングス","7679","37565636757"
"クオリプス","4894","37450145200"
"アイネス","9742","37348300000"
"NITTOKU","6145","37319979226"
"セレス","3696","37317962500"
"フジ・コーポレーション","7605","37294366000"
"リニューアブル・ジャパン","9522","37232486060"
"北海道コカ・コーラボトリング","2573","37163437076"
"大倉工業","4221","37008727470"
"大崎電気工業","6644","36851850640"
"シーアールイー","3458","36842658500"
"市光工業","7244","36799674332"
"クリーク・アンド・リバー社","4763","36768382000"
"エクサウィザーズ","4259","36753740500"
"大戸屋ホールディングス","2705","36549072000"
"JALCOホールディングス","6625","36483734232"
"藤倉コンポジット","5121","36482301204"
"HENNGE","4475","36433172600"
"東京エネシス","1945","36407675832"
"日本トムソン","6480","36383205375"
"第一工業製薬","4461","36380113005"
"サンワテクノス","8137","36371748000"
"東陽テクニカ","8151","36362490000"
"スクロール","8005","36362097800"
"オプティム","3694","36356724224"
"スカイマーク","9204","36257969400"
"高周波熱錬","5976","36247566400"
"ラック","3857","36206139840"
"ツツミ","7937","36199080000"
"わらべや日洋ホールディングス","2918","36185479980"
"富士製薬工業","4554","36165301800"
"エフティグループ","2763","36092875828"
"日本空調サービス","4658","35998704000"
"スタジオアリス","2305","35986751100"
"岡部","5959","35982161360"
"BASE","4477","35974797490"
"山田コンサルティンググループ","4792","35971968000"
"プロネクサス","7893","35948544336"
"SBIアルヒ","7198","35903872510"
"早稲田アカデミー","4718","35895509376"
"建設技術研究所","9621","35864964838"
"ゲームカード・ジョイコホールディングス","6249","35793253200"
"オロ","3983","35544196600"
"サトウ食品","2923","35528500000"
"日本甜菜製糖","2108","35524838156"
"シーティーエス","4345","35501200000"
"島精機製作所","6222","35442000000"
"石原ケミカル","4462","35429622240"
"メルコホールディングス","6676","35315465205"
"マーベラス","7844","35214482400"
"ステップ","9795","35107020000"
"大本組","1793","35105479200"
"魚力","7596","35029520000"
"モリ工業","5464","34987541900"
"八洲電機","3153","34873782500"
"中央発條","5992","34737658560"
"HSホールディングス","8699","34728568000"
"CAC Holdings","4725","34694424600"
"フォーバル","8275","34665777500"
"LAホールディングス","2986","34598670000"
"プレイド","4165","34568602400"
"ジャパンエンジンコーポレーション","6016","34566000000"
"ドリームインキュベータ","4310","34430179000"
"不動テトラ","1813","34413632414"
"アイロムグループ","2372","34399361620"
"オークワ","8217","34335108423"
"コンドーテック","7438","34326753200"
"CARTA HOLDINGS","3688","34257514734"
"ヤマト","1967","34225045692"
"ワールドホールディングス","2429","34223185100"
"千代田インテグレ","6915","34189051260"
"アイスタイル","3660","34133245467"
"菱友システムズ","4685","34055946120"
"日阪製作所","6247","34042112000"
"エステー","4951","34040000000"
"柿安本店","2294","34029277800"
"カナデン","8081","33913200000"
"モロゾフ","2217","33811916040"
"小松マテーレ","3580","33779402217"
"萩原電気ホールディングス","7467","33743530000"
"テラスカイ","3915","33704053420"
"学情","2301","33702960000"
"かどや製油","2612","33699000000"
"大日本塗料","4611","33691908852"
"ACCESS","4813","33648088200"
"共同印刷","7914","33563700000"
"CKサンエツ","5757","33517260000"
"出前館","2484","33502571190"
"三共生興","8018","33432000000"
"ヨータイ","5357","33413688000"
"キムラユニティー","9368","33361564600"
"トーヨーカネツ","6369","33333911370"
"リズム","7769","33288819210"
"新コスモス電機","6824","33286650000"
"いちよし証券","8624","33265825522"
"ジェコス","9991","33153626826"
"カネ美食品","2669","33150000000"
"はごろもフーズ","2831","33041168000"
"日本リーテック","1938","32970001779"
"小松ウオール工業","7949","32884171840"
"アレンザホールディングス","3546","32880597354"
"ベルパーク","9441","32841622800"
"藤商事","6257","32836343000"
"名糖産業","2207","32827597700"
"NJS","2325","32706240000"
"北陸電気工事","1930","32421038262"
"QPS研究所","5595","32363673000"
"あみやき亭","2753","32360580000"
"綿半ホールディングス","3199","32328399912"
"日産東京販売ホールディングス","8291","32318005555"
"オリエンタルコンサルタンツホールディングス","2498","32314905000"
"ソフト99コーポレーション","4464","32276022912"
"TOA","6809","32224983440"
"I-ne","4933","32202356640"
"山形銀行","8344","32175000000"
"コプロ・ホールディングス","7059","32160000000"
"Arent","5254","32143868400"
"WDBホールディングス","2475","32075940000"
"エターナルホスピタリティグループ","3193","32031058800"
"アイティメディア","2148","32024858600"
"なとり","2922","31808154244"
"東光高岳","6617","31787623665"
"日本金銭機械","6418","31749736570"
"デジタル・インフォメーション・テクノロジー","3916","31592709160"
"井村屋グループ","2209","31511569600"
"ユナイテッド","2497","31400660130"
"日本ケアサプライ","2393","31377408000"
"エヌアイデイ","2349","31318571610"
"京三製作所","6742","31296436998"
"ダイト","4577","31218726960"
"アジアパイルホールディングス","5288","31195539648"
"東名","4439","31189048800"
"タツモ","6266","31183785754"
"ヨシックスホールディングス","3221","31083000000"
"ULSグループ","3798","31081712000"
"三信電気","8150","30820639089"
"トーホー","8142","30756979638"
"日本トリム","6788","30731569000"
"岩塚製菓","2221","30706390000"
"栃木銀行","8550","30690240000"
"日本板硝子","5202","30620507165"
"ファンコミュニケーションズ","2461","30618152736"
"多木化学","4025","30599114480"
"フリービット","3843","30578684000"
"やまや","9994","30547601920"
"佐藤商事","8065","30540469050"
"たけびし","7510","30533260000"
"ユタカ技研","7229","30484740000"
"西部電機","6144","30471600000"
"KNT-CTホールディングス","9726","30446748482"
"アイ・ピー・エス","4390","30412403400"
"CIJ","4826","30393221040"
"寺崎電気産業","6637","30294750000"
"空港施設","8864","30198229500"
"ダイドーリミテッド","3205","30144352854"
"フコク","5185","30094003170"
"ケンコーマヨネーズ","2915","30085176000"
"フジ日本精糖","2114","30045682000"
"丸文","7537","30014784000"
"シモジマ","7482","29985443368"
"JKホールディングス","9896","29984655456"
"保土谷化学工業","4112","29952864560"
"日本車輌製造","7102","29922349468"
"キャリアリンク","6070","29915975000"
"大平洋金属","5541","29894187417"
"新家工業","7305","29894137070"
"ラクト・ジャパン","3139","29884411200"
"森六ホールディングス","4249","29868720000"
