jp,usd,us,capitalization_JP,capitalization_US,USD
13713437430 ,784426120 ,1.2237E+11,,,
13708026400 ,782606842 ,1.22087E+11,,,
13701154828 ,781851733 ,1.21969E+11,,,
13700830000 ,781674488 ,1.21941E+11,,,
13693132200 ,781611038 ,1.21931E+11,,,
13633800000 ,781156747 ,1.2186E+11,,,
13620405942 ,781150912 ,1.2186E+11,,,
13601251500 ,778157568 ,1.21393E+11,,,
13595805600 ,777810893 ,1.21338E+11,,,
13578656560 ,777704821 ,1.21322E+11,,,
13558191340 ,776727927 ,1.2117E+11,,,
13524100880 ,776225927 ,1.21091E+11,,,
13517514000 ,771879569 ,1.20413E+11,,,
13510546496 ,771840422 ,1.20407E+11,,,
13504577580 ,771816940 ,1.20403E+11,,,
13477617866 ,766040649 ,1.19502E+11,,,
13477080000 ,760766467 ,1.1868E+11,,,
13405469000 ,759469368 ,1.18477E+11,,,
13400000000 ,759412954 ,1.18468E+11,,,
13336242500 ,758281105 ,1.18292E+11,,,
13330320000 ,756949834 ,1.18084E+11,,,
13327565040 ,755729947 ,1.17894E+11,,,
13276126800 ,755670419 ,1.17885E+11,,,
13210091480 ,754828993 ,1.17753E+11,,,
13187811000 ,754110000 ,1.17641E+11,,,
13150339014 ,754020973 ,1.17627E+11,,,
13133340000 ,753735486 ,1.17583E+11,,,
13110577000 ,753403736 ,1.17531E+11,,,
13099875300 ,751342439 ,1.17209E+11,,,
13095299800 ,750877221 ,1.17137E+11,,,
13087550000 ,749887504 ,1.16982E+11,,,
13044900000 ,748157369 ,1.16713E+11,,,
13043700000 ,746801842 ,1.16501E+11,,,
13038098400 ,746527993 ,1.16458E+11,,,
13027147566 ,746328847 ,1.16427E+11,,,
13005244000 ,744165896 ,1.1609E+11,,,
12974400000 ,740946240 ,1.15588E+11,,,
12940704000 ,739104624 ,1.153E+11,,,
12938107050 ,738441573 ,1.15197E+11,,,
12898996920 ,738165827 ,1.15154E+11,,,
12897940800 ,736069876 ,1.14827E+11,,,
12895376000 ,735947948 ,1.14808E+11,,,
12878969375 ,735492451 ,1.14737E+11,,,
12871410300 ,734981100 ,1.14657E+11,,,
12868524000 ,734449239 ,1.14574E+11,,,
12858430000 ,734104808 ,1.1452E+11,,,
12856118800 ,733252925 ,1.14387E+11,,,
12843337500 ,732150499 ,1.14215E+11,,,
12841017544 ,731635392 ,1.14135E+11,,,
12830944000 ,729900400 ,1.13864E+11,,,
12830400000 ,729733843 ,1.13838E+11,,,
12808951940 ,728726853 ,1.13681E+11,,,
12780000000 ,728416420 ,1.13633E+11,,,
12752372640 ,727988947 ,1.13566E+11,,,
12743015600 ,727179076 ,1.1344E+11,,,
12730960000 ,723145712 ,1.12811E+11,,,
12721153197 ,722622387 ,1.12729E+11,,,
12706392688 ,721274134 ,1.12519E+11,,,
12704338217 ,720239182 ,1.12357E+11,,,
12653694400 ,719170690 ,1.12191E+11,,,
12650025000 ,716770319 ,1.11816E+11,,,
12642220000 ,716323930 ,1.11747E+11,,,
12633626579 ,714411799 ,1.11448E+11,,,
12626689400 ,713634681 ,1.11327E+11,,,
12594835260 ,710771280 ,1.1088E+11,,,
12590984000 ,709744739 ,1.1072E+11,,,
12577582620 ,706902184 ,1.10277E+11,,,
12573850874 ,706796259 ,1.1026E+11,,,
12566664000 ,705529689 ,1.10063E+11,,,
12558000000 ,705388697 ,1.10041E+11,,,
12526400370 ,704878492 ,1.09961E+11,,,
12507264000 ,703359380 ,1.09724E+11,,,
12496317500 ,703305952 ,1.09716E+11,,,
12456619760 ,700243041 ,1.09238E+11,,,
12455143070 ,699948208 ,1.09192E+11,,,
12454541600 ,699889671 ,1.09183E+11,,,
12445881600 ,699810446 ,1.0917E+11,,,
12432668490 ,699060639 ,1.09053E+11,,,
12418945110 ,698502087 ,1.08966E+11,,,
12416037645 ,694387149 ,1.08324E+11,,,
12322053900 ,694359697 ,1.0832E+11,,,
12313198040 ,693752882 ,1.08225E+11,,,
12295342430 ,693160473 ,1.08133E+11,,,
12280000000 ,692823210 ,1.0808E+11,,,
12272000000 ,692552255 ,1.08038E+11,,,
12267021600 ,692011901 ,1.07954E+11,,,
12264915200 ,690765036 ,1.07759E+11,,,
12247335720 ,688695008 ,1.07436E+11,,,
12173722200 ,686777160 ,1.07137E+11,,,
12159378506 ,686665499 ,1.0712E+11,,,
12154030730 ,685775490 ,1.06981E+11,,,
12150000000 ,685600017 ,1.06954E+11,,,
12137440000 ,684950854 ,1.06852E+11,,,
12134469600 ,684841117 ,1.06835E+11,,,
12117889680 ,683055125 ,1.06557E+11,,,
12115436000 ,682169114 ,1.06418E+11,,,
12110161000 ,679169203 ,1.0595E+11,,,
12104387600 ,677335789 ,1.05664E+11,,,
12101931100 ,676593519 ,1.05549E+11,,,
12092010000 ,676469147 ,1.05529E+11,,,
12080290000 ,676031381 ,1.05461E+11,,,
12070197600 ,669701514 ,1.04473E+11,,,
12067962000 ,669657193 ,1.04467E+11,,,
12062304800 ,667059514 ,1.04061E+11,,,
12059400000 ,666884426 ,1.04034E+11,,,
12044162376 ,665508891 ,1.03819E+11,,,
12027791984 ,665429590 ,1.03807E+11,,,
12013716000 ,664325782 ,1.03635E+11,,,
12003318000 ,664173896 ,1.03611E+11,,,
11989160264 ,663887803 ,1.03566E+11,,,
11973888000 ,663321138 ,1.03478E+11,,,
11960000000 ,662766986 ,1.03392E+11,,,
11938080700 ,662203302 ,1.03304E+11,,,
11935495800 ,661776331 ,1.03237E+11,,,
11935022083 ,661146149 ,1.03139E+11,,,
11921051397 ,659438680 ,1.02872E+11,,,
11903404800 ,658898073 ,1.02788E+11,,,
11881680000 ,657704822 ,1.02602E+11,,,
11871995715 ,656823706 ,1.02464E+11,,,
11871016530 ,656293013 ,1.02382E+11,,,
11857370052 ,654315785 ,1.02073E+11,,,
11842272000 ,649718124 ,1.01356E+11,,,
11814204350 ,649603658 ,1.01338E+11,,,
11811600000 ,648506169 ,1.01167E+11,,,
11791412940 ,648406639 ,1.01151E+11,,,
11786597754 ,648104648 ,1.01104E+11,,,
11779791471 ,647841628 ,1.01063E+11,,,
11767284075 ,645953988 ,1.00769E+11,,,
11748531200 ,645422524 ,1.00686E+11,,,
11748000000 ,645328642 ,1.00671E+11,,,
11733038700 ,644473764 ,1.00538E+11,,,
11713000000 ,644146500 ,1.00487E+11,,,
11678940000 ,643554812 ,1.00395E+11,,,
11624638300 ,637753065 ,99489478140 ,,,
11612299300 ,636144990 ,99238618440 ,,,
11611528206 ,634369320 ,98961613920 ,,,
11611035975 ,633391907 ,98809137492 ,,,
11599196304 ,632873766 ,98728307496 ,,,
11586224000 ,629021774 ,98127396744 ,,,
11583415968 ,628667268 ,98072093808 ,,,
11574921600 ,628101306 ,97983803736 ,,,
11573129000 ,628025801 ,97972024956 ,,,
11559236140 ,627105411 ,97828444116 ,,,
11510021600 ,626864016 ,97790786496 ,,,
11466240000 ,623544282 ,97272907992 ,,,
11460300800 ,622937740 ,97178287440 ,,,
11455305008 ,622222860 ,97066766160 ,,,
11447138664 ,621740194 ,96991470264 ,,,
11419419220 ,614858530 ,95917930680 ,,,
11403753400 ,614433831 ,95851677636 ,,,
11399850000 ,613704917 ,95737967052 ,,,
11391386000 ,613459005 ,95699604780 ,,,
11387926548 ,612516151 ,95552519556 ,,,
11381101200 ,612179746 ,95500040376 ,,,
11380050000 ,609598198 ,95097318888 ,,,
11373225600 ,608956590 ,94997228040 ,,,
11368000000 ,608525469 ,94929973164 ,,,
11358008400 ,607925839 ,94836430884 ,,,
11351069136 ,606373392 ,94594249152 ,,,
11344999200 ,605286482 ,94424691192 ,,,
11261122124 ,601056135 ,93764757060 ,,,
11238737140 ,600410145 ,93663982620 ,,,
11238507624 ,600049230 ,93607679880 ,,,
11222234400 ,599665854 ,93547873224 ,,,
11220000000 ,598424643 ,93354244308 ,,,
11208841200 ,597415104 ,93196756224 ,,,
11187319500 ,595268918 ,92861951208 ,,,
11185160000 ,592313026 ,92400832056 ,,,
11163296000 ,590790150 ,92163263400 ,,,
11141893280 ,589373574 ,91942277544 ,,,
11138440850 ,589044189 ,91890893484 ,,,
11126555200 ,586370544 ,91473804864 ,,,
11116762800 ,585800000 ,91384800000 ,,,
11099790000 ,585703900 ,91369808400 ,,,
11084098260 ,585312000 ,91308672000 ,,,
11082886045 ,584244139 ,91142085684 ,,,
11079121844 ,583410241 ,91011997596 ,,,
11073480000 ,579287629 ,90368870124 ,,,
11046472500 ,577415914 ,90076882584 ,,,
11036427600 ,576980218 ,90008914008 ,,,
11036142000 ,573638065 ,89487538140 ,,,
11032102400 ,573164353 ,89413639068 ,,,
11031306000 ,571115782 ,89094061992 ,,,
11026390650 ,570181008 ,88948237248 ,,,
11025531195 ,566663532 ,88399510992 ,,,
11025000000 ,565243735 ,88178022660 ,,,
10990239216 ,565217035 ,88173857460 ,,,
10990000000 ,564564825 ,88072112700 ,,,
10961300000 ,564101579 ,87999846324 ,,,
10958400000 ,562095146 ,87686842776 ,,,
10943704600 ,561377040 ,87574818240 ,,,
10940201090 ,560239190 ,87397313640 ,,,
10940000000 ,559388584 ,87264619104 ,,,
10936425500 ,559167922 ,87230195832 ,,,
10933116000 ,558421433 ,87113743548 ,,,
10916724870 ,557368278 ,86949451368 ,,,
10906267812 ,556356829 ,86791665324 ,,,
10896768000 ,555672000 ,86684832000 ,,,
10871290680 ,555040377 ,86586298812 ,,,
10868851810 ,554900481 ,86564475036 ,,,
10850098200 ,552291354 ,86157451224 ,,,
10832400000 ,551008639 ,85957347684 ,,,
10786626000 ,550716898 ,85911836088 ,,,
10767200000 ,550426777 ,85866577212 ,,,
10747970000 ,549884292 ,85781949552 ,,,
10744006000 ,548377638 ,85546911528 ,,,
10742531875 ,548253851 ,85527600756 ,,,
10734370000 ,545460920 ,85091903520 ,,,
10734192000 ,543176877 ,84735592812 ,,,
10727119200 ,542607549 ,84646777644 ,,,
10719588357 ,541800670 ,84520904520 ,,,
10708880000 ,541287036 ,84440777616 ,,,
10698270200 ,540759311 ,84358452516 ,,,
10690416000 ,540671261 ,84344716716 ,,,
10669164000 ,538773586 ,84048679416 ,,,
10666016984 ,538279778 ,83971645368 ,,,
10645602000 ,538016108 ,83930512848 ,,,
10642421200 ,537939856 ,83918617536 ,,,
10641648597 ,537565852 ,83860272912 ,,,
10640240000 ,535609150 ,83555027400 ,,,
10626474288 ,535339758 ,83513002248 ,,,
10609887900 ,534534891 ,83387442996 ,,,
10588701504 ,534450000 ,83374200000 ,,,
10577767000 ,532422684 ,83057938704 ,,,
10566126572 ,530058945 ,82689195420 ,,,
10550785500 ,528342880 ,82421489280 ,,,
10547329476 ,527850008 ,82344601248 ,,,
10541599700 ,527568773 ,82300728588 ,,,
10514806500 ,526760847 ,82174692132 ,,,
10506545840 ,526696386 ,82164636216 ,,,
10503265248 ,526690546 ,82163725176 ,,,
10497292254 ,526284747 ,82100420532 ,,,
10492939620 ,525500207 ,81978032292 ,,,
10487222284 ,525094524 ,81914745744 ,,,
10484989737 ,525012777 ,81901993212 ,,,
10484812800 ,524688242 ,81851365752 ,,,
10479000000 ,523845450 ,81719890200 ,,,
10468897000 ,523045472 ,81595093632 ,,,
10456688000 ,523034468 ,81593377008 ,,,
10412451448 ,521448837 ,81346018572 ,,,
10411533600 ,521083837 ,81289078572 ,,,
10400671008 ,519893986 ,81103461816 ,,,
10379193000 ,519835978 ,81094412568 ,,,
10366340113 ,519450535 ,81034283460 ,,,
10338588788 ,517972981 ,80803785036 ,,,
10311786000 ,517950578 ,80800290168 ,,,
10300000000 ,516231698 ,80532144888 ,,,
10298380000 ,515577617 ,80430108252 ,,,
10273680384 ,515189926 ,80369628456 ,,,
10263750000 ,513773620 ,80148684720 ,,,
10224675000 ,511742027 ,79831756212 ,,,
10223827200 ,510517712 ,79640763072 ,,,
10216968720 ,510146823 ,79582904388 ,,,
10196435315 ,509238349 ,79441182444 ,,,
10172714940 ,508397398 ,79309994088 ,,,
10171719040 ,507640419 ,79191905364 ,,,
10164000000 ,505937290 ,78926217240 ,,,
10140000000 ,505083715 ,78793059540 ,,,
10105898286 ,504030048 ,78628687488 ,,,
10079265105 ,503966126 ,78618715656 ,,,
10069600000 ,502843506 ,78443586936 ,,,
10064809040 ,502634752 ,78411021312 ,,,
10029886000 ,502584615 ,78403199940 ,,,
10019700000 ,502487717 ,78388083852 ,,,
10016771600 ,501975278 ,78308143368 ,,,
9980548000 ,501007913 ,78157234428 ,,,
9970021050 ,500292713 ,78045663228 ,,,
9953048028 ,499889172 ,77982710832 ,,,
9944676000 ,499126676 ,77863761456 ,,,
9909652800 ,498001916 ,77688298896 ,,,
9899801856 ,497137054 ,77553380424 ,,,
9894135360 ,496346260 ,77430016560 ,,,
9884789475 ,496155090 ,77400194040 ,,,
9882040000 ,495770905 ,77340261180 ,,,
9851431388 ,494614515 ,77159864340 ,,,
9825640000 ,494255013 ,77103782028 ,,,
9802961421 ,493753434 ,77025535704 ,,,
9779555360 ,493737233 ,77023008348 ,,,
9777814200 ,491834801 ,76726228956 ,,,
9775651254 ,489508755 ,76363365780 ,,,
9767608596 ,489240290 ,76321485240 ,,,
9745120000 ,488914063 ,76270593828 ,,,
9735917800 ,488439402 ,76196546712 ,,,
9730117800 ,487945902 ,76119560712 ,,,
9720324328 ,487914928 ,76114728768 ,,,
9718896563 ,487324278 ,76022587368 ,,,
9711654636 ,486885063 ,75954069828 ,,,
9705750860 ,486124838 ,75835474728 ,,,
9686801000 ,485539380 ,75744143280 ,,,
9679819059 ,485391599 ,75721089444 ,,,
9666962100 ,483941202 ,75494827512 ,,,
9633735000 ,483575221 ,75437734476 ,,,
9628560000 ,482981242 ,75345073752 ,,,
9626597400 ,482884932 ,75330049392 ,,,
9611812700 ,482317450 ,75241522200 ,,,
9609600000 ,482294610 ,75237959160 ,,,
9609045000 ,482038443 ,75197997108 ,,,
9607382400 ,481330595 ,75087572820 ,,,
9601292800 ,480469277 ,74953207212 ,,,
9586074760 ,479095235 ,74738856660 ,,,
9573469488 ,477728144 ,74525590464 ,,,
9562146526 ,477627175 ,74509839300 ,,,
9559080000 ,477060675 ,74421465300 ,,,
9545770500 ,476527043 ,74338218708 ,,,
9545000000 ,475906558 ,74241423048 ,,,
9533695956 ,474859483 ,74078079348 ,,,
9526248000 ,474830322 ,74073530232 ,,,
9525498000 ,474808551 ,74070133956 ,,,
9519480000 ,473128080 ,73807980480 ,,,
9501658240 ,471462841 ,73548203196 ,,,
9471000000 ,471272824 ,73518560544 ,,,
9461021003 ,470840136 ,73451061216 ,,,
9455001600 ,470557364 ,73406948784 ,,,
9438804000 ,469980533 ,73316963148 ,,,
9427972140 ,468537094 ,73091786664 ,,,
9409400000 ,468044171 ,73014890676 ,,,
9399975000 ,467741018 ,72967598808 ,,,
9371920000 ,466911108 ,72838132848 ,,,
9356934000 ,465648000 ,72641088000 ,,,
9346260000 ,464428199 ,72450799044 ,,,
9308336124 ,461236472 ,71952889632 ,,,
9288524439 ,459862502 ,71738550312 ,,,
9285293430 ,458873015 ,71584190340 ,,,
9272339700 ,457544849 ,71376996444 ,,,
9261491000 ,457298158 ,71338512648 ,,,
9258035710 ,455905166 ,71121205896 ,,,
9240156000 ,455249451 ,71018914356 ,,,
9238869198 ,455159946 ,71004951576 ,,,
9236650000 ,454796758 ,70948294248 ,,,
9234180000 ,454547922 ,70909475832 ,,,
9229027586 ,452778342 ,70633421352 ,,,
9217311600 ,452304626 ,70559521656 ,,,
9207094500 ,451635088 ,70455073728 ,,,
9184258095 ,450055044 ,70208586864 ,,,
9184026400 ,449136212 ,70065249072 ,,,
9177946470 ,447692721 ,69840064476 ,,,
9163700000 ,444494065 ,69341074140 ,,,
9132356954 ,444039248 ,69270122688 ,,,
9132351178 ,443469614 ,69181259784 ,,,
9130716000 ,442805517 ,69077660652 ,,,
9117702600 ,442707517 ,69062372652 ,,,
9108582000 ,440566034 ,68728301304 ,,,
9106667418 ,439910462 ,68626032072 ,,,
9089385200 ,439591504 ,68576274624 ,,,
9078275976 ,437229729 ,68207837724 ,,,
9063145350 ,436823469 ,68144461164 ,,,
9053458784 ,435447728 ,67929845568 ,,,
9052867350 ,434260845 ,67744691820 ,,,
9051900000 ,433387982 ,67608525192 ,,,
9049110000 ,433285975 ,67592612100 ,,,
9036268000 ,433106702 ,67564645512 ,,,
9013125000 ,432934280 ,67537747680 ,,,
8999190200 ,432213819 ,67425355764 ,,,
8997749134 ,431888474 ,67374601944 ,,,
8985600000 ,431846565 ,67368064140 ,,,
8982569700 ,431572409 ,67325295804 ,,,
8972820000 ,431565459 ,67324211604 ,,,
8966219100 ,431377890 ,67294950840 ,,,
8937119100 ,431316492 ,67285372752 ,,,
8920627200 ,431241677 ,67273701612 ,,,
8912460200 ,430879314 ,67217172984 ,,,
8911557280 ,430193050 ,67110115800 ,,,
8907228900 ,429676253 ,67029495468 ,,,
8895116000 ,429668321 ,67028258076 ,,,
8892000000 ,429057008 ,66932893248 ,,,
8887110900 ,428765000 ,66887340000 ,,,
8886542500 ,428693600 ,66876201600 ,,,
8884133000 ,427851676 ,66744861456 ,,,
8867520000 ,427525742 ,66694015752 ,,,
8852882688 ,427446244 ,66681614064 ,,,
8848009440 ,426566186 ,66544325016 ,,,
8837624250 ,425683338 ,66406600728 ,,,
8827000000 ,425181058 ,66328245048 ,,,
8822544809 ,423527517 ,66070292652 ,,,
8811938400 ,423428291 ,66054813396 ,,,
8810384000 ,423256643 ,66028036308 ,,,
8784873243 ,423010470 ,65989633320 ,,,
8778596286 ,422887537 ,65970455772 ,,,
8775137600 ,422739973 ,65947435788 ,,,
8768671780 ,421915460 ,65818811760 ,,,
8762318300 ,421258997 ,65716403532 ,,,
8752800000 ,418638916 ,65307670896 ,,,
8750500000 ,418229857 ,65243857692 ,,,
8742208040 ,417882932 ,65189737392 ,,,
8725508800 ,417710117 ,65162778252 ,,,
8723148800 ,417549349 ,65137698444 ,,,
8723085475 ,417342249 ,65105390844 ,,,
8720236390 ,416815271 ,65023182276 ,,,
8671683060 ,416310577 ,64944450012 ,,,
8663643571 ,414873873 ,64720324188 ,,,
8655363366 ,414837414 ,64714636584 ,,,
8652750000 ,414247500 ,64622610000 ,,,
8593047540 ,413832567 ,64557880452 ,,,
8580710000 ,413547587 ,64513423572 ,,,
8580000000 ,411750611 ,64233095316 ,,,
8564404800 ,411719983 ,64228317348 ,,,
8537113200 ,411545508 ,64201099248 ,,,
8521941156 ,410169284 ,63986408304 ,,,
8517819000 ,410016600 ,63962589600 ,,,
8504496000 ,408717856 ,63759985536 ,,,
8484388891 ,406889275 ,63474726900 ,,,
8483481000 ,406166041 ,63361902396 ,,,
8471566870 ,405944018 ,63327266808 ,,,
8470954000 ,405826047 ,63308863332 ,,,
8464531200 ,404152152 ,63047735712 ,,,
8461080000 ,404068006 ,63034608936 ,,,
8458800000 ,403631789 ,62966559084 ,,,
8450720362 ,403414856 ,62932717536 ,,,
8423656000 ,403273447 ,62910657732 ,,,
8415208000 ,402558698 ,62799156888 ,,,
8384026464 ,401770119 ,62676138564 ,,,
8377950000 ,401526594 ,62638148664 ,,,
8374014747 ,400656630 ,62502434280 ,,,
8348533700 ,400530163 ,62482705428 ,,,
8345512200 ,399533679 ,62327253924 ,,,
8341204734 ,399241592 ,62281688352 ,,,
8340519000 ,394813992 ,61590982752 ,,,
8339616800 ,394387867 ,61524507252 ,,,
8320921516 ,393036951 ,61313764356 ,,,
8298823200 ,392568829 ,61240737324 ,,,
8286376800 ,392351334 ,61206808104 ,,,
8275434500 ,391656948 ,61098483888 ,,,
8274091500 ,391293279 ,61041751524 ,,,
8271144000 ,389708767 ,60794567652 ,,,
8268120000 ,389611579 ,60779406324 ,,,
8264692450 ,389398766 ,60746207496 ,,,
8263633808 ,388450391 ,60598260996 ,,,
8255941984 ,388122891 ,60547170996 ,,,
8247331250 ,387382281 ,60431635836 ,,,
8246336000 ,386925653 ,60360401868 ,,,
8242017366 ,386689647 ,60323584932 ,,,
8239634262 ,386040788 ,60222362928 ,,,
8216520000 ,385498745 ,60137804220 ,,,
8214796215 ,384694970 ,60012415320 ,,,
8195428800 ,383635912 ,59847202272 ,,,
8172824800 ,383179748 ,59776040688 ,,,
8165283972 ,382590000 ,59684040000 ,,,
8160690300 ,381603206 ,59530100136 ,,,
8152950000 ,381169357 ,59462419692 ,,,
8150349000 ,381156031 ,59460340836 ,,,
8149453946 ,380986239 ,59433853284 ,,,
8141482134 ,380640352 ,59379894912 ,,,
8140550000 ,379430689 ,59191187484 ,,,
8138786500 ,379054833 ,59132553948 ,,,
8138224000 ,377312460 ,58860743760 ,,,
8138130000 ,377143696 ,58834416576 ,,,
8133720000 ,376821902 ,58784216712 ,,,
8112216000 ,376634114 ,58754921784 ,,,
8109719750 ,376355500 ,58711458000 ,,,
8095423965 ,376279128 ,58699543968 ,,,
8091930000 ,376107752 ,58672809312 ,,,
8088826900 ,376064208 ,58666016448 ,,,
8074540000 ,375762897 ,58619011932 ,,,
8055887171 ,375618481 ,58596483036 ,,,
8045182653 ,375389316 ,58560733296 ,,,
8044200000 ,375007047 ,58501099332 ,,,
8041817469 ,373766743 ,58307611908 ,,,
8040800000 ,372299700 ,58078753200 ,,,
8030844080 ,371005201 ,57876811356 ,,,
8026387200 ,370729373 ,57833782188 ,,,
8024332800 ,369200491 ,57595276596 ,,,
8014713000 ,368805380 ,57533639280 ,,,
8010647060 ,367755963 ,57369930228 ,,,
7996650000 ,366462975 ,57168224100 ,,,
7991976000 ,366159915 ,57120946740 ,,,
7979625500 ,366070975 ,57107072100 ,,,
7974548010 ,365765850 ,57059472600 ,,,
7963164000 ,365147173 ,56962958988 ,,,
7957140677 ,364213163 ,56817253428 ,,,
7954848000 ,363568555 ,56716694580 ,,,
7940800000 ,363284774 ,56672424744 ,,,
7929243000 ,362725036 ,56585105616 ,,,
7923300000 ,362257306 ,56512139736 ,,,
7909353840 ,362110500 ,56489238000 ,,,
7906690350 ,361099502 ,56331522312 ,,,
7903101107 ,361036896 ,56321755776 ,,,
7898740800 ,360984754 ,56313621624 ,,,
7873461450 ,360009569 ,56161492764 ,,,
7854318648 ,359208367 ,56036505252 ,,,
7831399675 ,358072672 ,55859336832 ,,,
7831111744 ,357731845 ,55806167820 ,,,
7810650000 ,357281769 ,55735955964 ,,,
7805158680 ,355618331 ,55476459636 ,,,
7803395800 ,355460727 ,55451873412 ,,,
7795382787 ,354674644 ,55329244464 ,,,
7793500000 ,354590755 ,55316157780 ,,,
7773437640 ,351776904 ,54877197024 ,,,
7770947800 ,351741775 ,54871716900 ,,,
7768103640 ,351315740 ,54805255440 ,,,
7766848700 ,350785773 ,54722580588 ,,,
7740700800 ,350345181 ,54653848236 ,,,
7737608400 ,349147820 ,54467059920 ,,,
7723881000 ,348956989 ,54437290284 ,,,
7722617077 ,348531015 ,54370838340 ,,,
7722306396 ,348474250 ,54361983000 ,,,
7713730000 ,347908336 ,54273700416 ,,,
7707714170 ,347063320 ,54141877920 ,,,
7703362400 ,345469131 ,53893184436 ,,,
7696260000 ,345236153 ,53856839868 ,,,
7692878400 ,344842353 ,53795407068 ,,,
7676530400 ,343923435 ,53652055860 ,,,
7675026600 ,343639123 ,53607703188 ,,,
7670640600 ,342804138 ,53477445528 ,,,
7667300700 ,342491829 ,53428725324 ,,,
7659307392 ,341710772 ,53306880432 ,,,
7658856906 ,341515124 ,53276359344 ,,,
7655414976 ,341305327 ,53243631012 ,,,
7649880000 ,338354578 ,52783314168 ,,,
7622100000 ,337346640 ,52626075840 ,,,
7613053200 ,337322000 ,52622232000 ,,,
7608924300 ,337219875 ,52606300500 ,,,
7591584000 ,337187303 ,52601219268 ,,,
7590582300 ,337172541 ,52598916396 ,,,
7588499100 ,337104727 ,52588337412 ,,,
7587486340 ,336121670 ,52434980520 ,,,
7587481066 ,334473415 ,52177852740 ,,,
7568951796 ,334340754 ,52157157624 ,,,
7550884222 ,334053642 ,52112368152 ,,,
7541337300 ,333081701 ,51960745356 ,,,
7517483688 ,332629752 ,51890241312 ,,,
7510259550 ,332430593 ,51859172508 ,,,
7489878000 ,331876428 ,51772722768 ,,,
7477406000 ,331200181 ,51667228236 ,,,
7464960000 ,328672252 ,51272871312 ,,,
7460032000 ,328578705 ,51258277980 ,,,
7449273000 ,327550431 ,51097867236 ,,,
7424100000 ,326690863 ,50963774628 ,,,
7423028108 ,326552591 ,50942204196 ,,,
7414260480 ,326062134 ,50865692904 ,,,
7412537400 ,325977576 ,50852501856 ,,,
7404291600 ,325561131 ,50787536436 ,,,
7400387661 ,325084698 ,50713212888 ,,,
7392034911 ,324305803 ,50591705268 ,,,
7367336640 ,323435116 ,50455878096 ,,,
7366488624 ,323239503 ,50425362468 ,,,
7363532800 ,322735892 ,50346799152 ,,,
7357500000 ,322657518 ,50334572808 ,,,
7350748200 ,322364662 ,50288887272 ,,,
7350000000 ,321870635 ,50211819060 ,,,
7337905280 ,321231353 ,50112091068 ,,,
7321221600 ,319552851 ,49850244756 ,,,
7317641760 ,319272988 ,49806586128 ,,,
7311780000 ,318926739 ,49752571284 ,,,
7308265000 ,318888272 ,49746570432 ,,,
7298640000 ,318676414 ,49713520584 ,,,
7293245112 ,318549759 ,49693762404 ,,,
7283110803 ,318294240 ,49653901440 ,,,
7274208471 ,317332980 ,49503944880 ,,,
7266770768 ,317276857 ,49495189692 ,,,
7254760000 ,317013546 ,49454113176 ,,,
7244715000 ,314040074 ,48990251544 ,,,
7230185880 ,313950028 ,48976204368 ,,,
7217282000 ,313563258 ,48915868248 ,,,
7212800000 ,313109076 ,48845015856 ,,,
7194463848 ,312512500 ,48751950000 ,,,
7184524800 ,312399173 ,48734270988 ,,,
7178510400 ,310740081 ,48475452636 ,,,
7163544200 ,310432853 ,48427525068 ,,,
7154116200 ,308977630 ,48200510280 ,,,
7146143200 ,308732153 ,48162215868 ,,,
7143658400 ,308512574 ,48127961544 ,,,
7139061600 ,308370539 ,48105804084 ,,,
7136064000 ,307896105 ,48031792380 ,,,
7125720000 ,307639815 ,47991811140 ,,,
7100000000 ,307536879 ,47975753124 ,,,
7095499020 ,307475988 ,47966254128 ,,,
7084512140 ,306346869 ,47790111564 ,,,
7082956660 ,306140781 ,47757961836 ,,,
7078520000 ,306066400 ,47746358400 ,,,
7071309297 ,305957928 ,47729436768 ,,,
7032920000 ,304772905 ,47544573180 ,,,
7029331408 ,304432335 ,47491444260 ,,,
7029147890 ,304381527 ,47483518212 ,,,
7023714357 ,302296119 ,47158194564 ,,,
7023273924 ,301751142 ,47073178152 ,,,
7016032460 ,301293243 ,47001745908 ,,,
7008523200 ,301288274 ,47000970744 ,,,
7005436620 ,300628724 ,46898080944 ,,,
7004843580 ,300005400 ,46800842400 ,,,
7004334975 ,299887258 ,46782412248 ,,,
6995495600 ,299615893 ,46740079308 ,,,
6994805000 ,299443531 ,46713190836 ,,,
6988800000 ,299411398 ,46708178088 ,,,
6986610000 ,299007106 ,46645108536 ,,,
6985000000 ,298009704 ,46489513824 ,,,
6971291426 ,297818585 ,46459699260 ,,,
6968000000 ,296816763 ,46303415028 ,,,
6955260000 ,296603030 ,46270072680 ,,,
6932829915 ,295720020 ,46132323120 ,,,
6929971200 ,295350216 ,46074633696 ,,,
6915383462 ,295342668 ,46073456208 ,,,
6914261200 ,294296733 ,45910290348 ,,,
6909172800 ,293330130 ,45759500280 ,,,
6906900000 ,293177797 ,45735736332 ,,,
6897663300 ,293087061 ,45721581516 ,,,
6879600000 ,292839489 ,45682960284 ,,,
6869662580 ,292271344 ,45594329664 ,,,
6859545392 ,291509202 ,45475435512 ,,,
6855621000 ,290552388 ,45326172528 ,,,
6828039700 ,290548489 ,45325564284 ,,,
6826994150 ,290416296 ,45304942176 ,,,
