jp,usd,us,capitalization_JP,capitalization_US,USD
1.28485E+11,8620892899 ,1.34486E+12,128484992000 ,1344859292244 ,8620892899 
1.26698E+11,8615623831 ,1.34404E+12,126698018932 ,1344037317636 ,8615623831 
1.2585E+11,8567274382 ,1.33649E+12,125849738000 ,1336494803592 ,8567274382 
1.25723E+11,8558069566 ,1.33506E+12,125722577463 ,1335058852296 ,8558069566 
1.25601E+11,8554351209 ,1.33448E+12,125600579430 ,1334478788604 ,8554351209 
1.25271E+11,8510998795 ,1.32772E+12,125270939170 ,1327715812020 ,8510998795 
1.25158E+11,8498219939 ,1.32572E+12,125158390896 ,1325722310484 ,8498219939 
1.24795E+11,8491750575 ,1.32471E+12,124795000000 ,1324713089700 ,8491750575 
1.2466E+11,8485113780 ,1.32368E+12,124659508980 ,1323677749680 ,8485113780 
1.2457E+11,8462189223 ,1.3201E+12,124569961560 ,1320101518788 ,8462189223 
1.23854E+11,8456827231 ,1.31927E+12,123853646600 ,1319265048036 ,8456827231 
1.23318E+11,8418855662 ,1.31334E+12,123317812800 ,1313341483272 ,8418855662 
1.22714E+11,8415494291 ,1.31282E+12,122714250000 ,1312817109396 ,8415494291 
1.22615E+11,8404339648 ,1.31108E+12,122615178816 ,1311076985088 ,8404339648 
1.22394E+11,8382913524 ,1.30773E+12,122393844000 ,1307734509744 ,8382913524 
1.22186E+11,8360765103 ,1.30428E+12,122185800000 ,1304279356068 ,8360765103 
1.21935E+11,8342406417 ,1.30142E+12,121934603120 ,1301415401052 ,8342406417 
1.21651E+11,8336429559 ,1.30048E+12,121650636740 ,1300483011204 ,8336429559 
1.21632E+11,8319751711 ,1.29788E+12,121632347000 ,1297881266916 ,8319751711 
1.21379E+11,8315556099 ,1.29723E+12,121378924800 ,1297226751444 ,8315556099 
1.21187E+11,8313812262 ,1.29695E+12,121187364828 ,1296954712872 ,8313812262 
1.20981E+11,8311301581 ,1.29656E+12,120980852770 ,1296563046636 ,8311301581 
1.20867E+11,8310532500 ,1.29644E+12,120867163805 ,1296443070000 ,8310532500 
1.20548E+11,8220719242 ,1.28243E+12,120547800000 ,1282432201752 ,8220719242 
1.20502E+11,8160249701 ,1.273E+12,120501946260 ,1272998953356 ,8160249701 
1.20473E+11,8159685797 ,1.27291E+12,120472940000 ,1272910984332 ,8159685797 
1.2043E+11,8156303239 ,1.27238E+12,120429871700 ,1272383305284 ,8156303239 
1.2038E+11,8116639646 ,1.2662E+12,120379807360 ,1266195784776 ,8116639646 
1.20097E+11,8115160750 ,1.26597E+12,120096571863 ,1265965077000 ,8115160750 
1.19964E+11,8105302387 ,1.26443E+12,119963591010 ,1264427172372 ,8105302387 
1.19526E+11,8083275804 ,1.26099E+12,119526000000 ,1260991025424 ,8083275804 
1.19444E+11,8071076273 ,1.25909E+12,119444085046 ,1259087898588 ,8071076273 
1.19129E+11,8046479917 ,1.25525E+12,119129078340 ,1255250867052 ,8046479917 
1.18398E+11,8031746051 ,1.25295E+12,118398301515 ,1252952383956 ,8031746051 
1.18186E+11,7999011308 ,1.24785E+12,118186346000 ,1247845764048 ,7999011308 
1.18143E+11,7996594650 ,1.24747E+12,118142538120 ,1247468765400 ,7996594650 
1.17684E+11,7990699057 ,1.24655E+12,117684052576 ,1246549052892 ,7990699057 
1.17447E+11,7972616549 ,1.24373E+12,117446529090 ,1243728181644 ,7972616549 
1.17186E+11,7960093239 ,1.24177E+12,117186300000 ,1241774545284 ,7960093239 
1.17113E+11,7959392138 ,1.24167E+12,117113038560 ,1241665173528 ,7959392138 
1.1702E+11,7956756418 ,1.24125E+12,117019778222 ,1241254001208 ,7956756418 
1.16615E+11,7951242055 ,1.24039E+12,116614808000 ,1240393760580 ,7951242055 
1.16579E+11,7948626347 ,1.23999E+12,116578575204 ,1239985710132 ,7948626347 
1.16427E+11,7947287265 ,1.23978E+12,116426955800 ,1239776813340 ,7947287265 
1.15971E+11,7937160367 ,1.2382E+12,115971451394 ,1238197017252 ,7937160367 
1.15718E+11,7937032760 ,1.23818E+12,115718285760 ,1238177110560 ,7937032760 
1.15548E+11,7925649235 ,1.2364E+12,115548048000 ,1236401280660 ,7925649235 
1.15507E+11,7911334492 ,1.23417E+12,115506600000 ,1234168180752 ,7911334492 
1.1535E+11,7909245120 ,1.23384E+12,115350000000 ,1233842238720 ,7909245120 
1.15321E+11,7848672713 ,1.22439E+12,115320748406 ,1224392943228 ,7848672713 
1.15295E+11,7844286059 ,1.22371E+12,115294605276 ,1223708625204 ,7844286059 
1.15131E+11,7837476341 ,1.22265E+12,115131039358 ,1222646309196 ,7837476341 
1.14561E+11,7831402300 ,1.2217E+12,114561472878 ,1221698758800 ,7831402300 
1.14467E+11,7793280000 ,1.21575E+12,114467322708 ,1215751680000 ,7793280000 
1.14249E+11,7756539467 ,1.21002E+12,114249073932 ,1210020156852 ,7756539467 
1.1392E+11,7730367174 ,1.20594E+12,113920092000 ,1205937279144 ,7730367174 
1.1377E+11,7727121318 ,1.20543E+12,113769756730 ,1205430925608 ,7727121318 
1.13677E+11,7721390171 ,1.20454E+12,113677081000 ,1204536866676 ,7721390171 
1.13665E+11,7690423549 ,1.19971E+12,113665030787 ,1199706073644 ,7690423549 
1.13494E+11,7674709176 ,1.19725E+12,113494225000 ,1197254631456 ,7674709176 
1.13215E+11,7640242231 ,1.19188E+12,113214529800 ,1191877788036 ,7640242231 
1.12615E+11,7622249592 ,1.18907E+12,112614915900 ,1189070936352 ,7622249592 
1.12568E+11,7618332832 ,1.18846E+12,112567663818 ,1188459921792 ,7618332832 
1.12338E+11,7607890294 ,1.18683E+12,112337912174 ,1186830885864 ,7607890294 
1.12279E+11,7590678625 ,1.18415E+12,112279117149 ,1184145865500 ,7590678625 
1.1216E+11,7585606905 ,1.18335E+12,112159995000 ,1183354677180 ,7585606905 
1.1156E+11,7562212737 ,1.17971E+12,111560426904 ,1179705186972 ,7562212737 
1.11549E+11,7554029988 ,1.17843E+12,111549000000 ,1178428678128 ,7554029988 
1.11504E+11,7548227103 ,1.17752E+12,111503826840 ,1177523428068 ,7548227103 
1.1142E+11,7514174473 ,1.17221E+12,111419995600 ,1172211217788 ,7514174473 
1.10767E+11,7513524207 ,1.17211E+12,110766960000 ,1172109776292 ,7513524207 
1.10754E+11,7499182722 ,1.16987E+12,110754288600 ,1169872504632 ,7499182722 
1.1004E+11,7490128408 ,1.16846E+12,110040136800 ,1168460031648 ,7490128408 
1.09872E+11,7424326744 ,1.15819E+12,109871571072 ,1158194972064 ,7424326744 
1.09795E+11,7353327246 ,1.14712E+12,109794856080 ,1147119050376 ,7353327246 
1.09638E+11,7344459291 ,1.14574E+12,109637945830 ,1145735649396 ,7344459291 
1.0914E+11,7325887459 ,1.14284E+12,109140465192 ,1142838443604 ,7325887459 
1.0865E+11,7322552693 ,1.14232E+12,108649654680 ,1142318220108 ,7322552693 
1.08146E+11,7314027960 ,1.14099E+12,108145558336 ,1140988361760 ,7314027960 
1.08108E+11,7311775280 ,1.14064E+12,108108000000 ,1140636943680 ,7311775280 
1.0752E+11,7244739937 ,1.13018E+12,107520308988 ,1130179430172 ,7244739937 
1.07467E+11,7234956598 ,1.12865E+12,107467200000 ,1128653229288 ,7234956598 
1.07381E+11,7175499651 ,1.11938E+12,107380587405 ,1119377945556 ,7175499651 
1.06998E+11,7174055105 ,1.11915E+12,106997659648 ,1119152596380 ,7174055105 
1.06866E+11,7168713307 ,1.11832E+12,106866060000 ,1118319275892 ,7168713307 
1.06774E+11,7151225274 ,1.11559E+12,106774071432 ,1115591142744 ,7151225274 
1.06761E+11,7146490232 ,1.11485E+12,106761099010 ,1114852476192 ,7146490232 
1.06343E+11,7116876414 ,1.11023E+12,106342612320 ,1110232720584 ,7116876414 
1.06271E+11,7104943092 ,1.10837E+12,106271136000 ,1108371122352 ,7104943092 
1.05823E+11,7090211769 ,1.10607E+12,105822537500 ,1106073035964 ,7090211769 
1.058E+11,7083140530 ,1.10497E+12,105800084250 ,1104969922680 ,7083140530 
1.05753E+11,7061819061 ,1.10164E+12,105752887200 ,1101643773516 ,7061819061 
1.05559E+11,7061302806 ,1.10156E+12,105558556540 ,1101563237736 ,7061302806 
1.05159E+11,7052122829 ,1.10013E+12,105158816672 ,1100131161324 ,7052122829 
1.05147E+11,7005626141 ,1.09288E+12,105147217950 ,1092877677996 ,7005626141 
1.05046E+11,6995224132 ,1.09125E+12,105045585410 ,1091254964592 ,6995224132 
1.05039E+11,6991018472 ,1.0906E+12,105039279583 ,1090598881632 ,6991018472 
1.04969E+11,6972409422 ,1.0877E+12,104968599994 ,1087695869832 ,6972409422 
1.04532E+11,6972039600 ,1.08764E+12,104532324000 ,1087638177600 ,6972039600 
1.04508E+11,6948664643 ,1.08399E+12,104507939200 ,1083991684308 ,6948664643 
1.03926E+11,6947202046 ,1.08376E+12,103925984900 ,1083763519176 ,6947202046 
1.03896E+11,6884261159 ,1.07394E+12,103896000000 ,1073944740804 ,6884261159 
1.03592E+11,6883465437 ,1.07382E+12,103591547360 ,1073820608172 ,6883465437 
1.0355E+11,6848473004 ,1.06836E+12,103550000000 ,1068361788624 ,6848473004 
1.03335E+11,6838856267 ,1.06686E+12,103334553080 ,1066861577652 ,6838856267 
1.03276E+11,6838123315 ,1.06675E+12,103275529040 ,1066747237140 ,6838123315 
1.03021E+11,6835557183 ,1.06635E+12,103020688800 ,1066346920548 ,6835557183 
1.0298E+11,6814521971 ,1.06307E+12,102980487026 ,1063065427476 ,6814521971 
1.02608E+11,6814302035 ,1.06303E+12,102608320000 ,1063031117460 ,6814302035 
1.02536E+11,6795393299 ,1.06008E+12,102535806984 ,1060081354644 ,6795393299 
1.02528E+11,6795243906 ,1.06006E+12,102528244467 ,1060058049336 ,6795243906 
1.02221E+11,6777559263 ,1.0573E+12,102220695360 ,1057299245028 ,6777559263 
1.02218E+11,6769589069 ,1.05606E+12,102217509500 ,1056055894764 ,6769589069 
1.02072E+11,6760967093 ,1.05471E+12,102071795176 ,1054710866508 ,6760967093 
1.01985E+11,6738920580 ,1.05127E+12,101984833146 ,1051271610480 ,6738920580 
1.01967E+11,6720656830 ,1.04842E+12,101967100044 ,1048422465480 ,6720656830 
1.01877E+11,6711291683 ,1.04696E+12,101877048000 ,1046961502548 ,6711291683 
1.01725E+11,6703533699 ,1.04575E+12,101725162092 ,1045751257044 ,6703533699 
1.01622E+11,6669965146 ,1.04051E+12,101621601270 ,1040514562776 ,6669965146 
1.01536E+11,6648643679 ,1.03719E+12,101536000000 ,1037188413924 ,6648643679 
1.01487E+11,6642800670 ,1.03628E+12,101487160000 ,1036276904520 ,6642800670 
1.01415E+11,6633831675 ,1.03488E+12,101414726800 ,1034877741300 ,6633831675 
1.01237E+11,6619461122 ,1.03264E+12,101236898176 ,1032635935032 ,6619461122 
1.01236E+11,6599151059 ,1.02947E+12,101235735778 ,1029467565204 ,6599151059 
1.01154E+11,6596787774 ,1.0291E+12,101153695809 ,1029098892744 ,6596787774 
1.00964E+11,6587239133 ,1.02761E+12,100964491230 ,1027609304748 ,6587239133 
99969288000 ,6566080011 ,1.02431E+12,99969288000 ,1024308481716 ,6566080011 
99913704568 ,6561814283 ,1.02364E+12,99913704568 ,1023643028148 ,6561814283 
99755274388 ,6548047290 ,1.0215E+12,99755274388 ,1021495377240 ,6548047290 
99622880000 ,6534542039 ,1.01939E+12,99622880000 ,1019388558084 ,6534542039 
98982222948 ,6532071288 ,1.019E+12,98982222948 ,1019003120928 ,6532071288 
98326131670 ,6530779147 ,1.0188E+12,98326131670 ,1018801546932 ,6530779147 
98230633560 ,6485967000 ,1.01181E+12,98230633560 ,1011810852000 ,6485967000 
97970928864 ,6480689413 ,1.01099E+12,97970928864 ,1010987548428 ,6480689413 
97941855550 ,6479676397 ,1.01083E+12,97941855550 ,1010829517932 ,6479676397 
97890804000 ,6460267905 ,1.0078E+12,97890804000 ,1007801793180 ,6460267905 
97870410990 ,6443713587 ,1.00522E+12,97870410990 ,1005219319572 ,6443713587 
97637485902 ,6440935308 ,1.00479E+12,97637485902 ,1004785908048 ,6440935308 
97469336750 ,6425356000 ,1.00236E+12,97469336750 ,1002355536000 ,6425356000 
97317222400 ,6407664906 ,9.99596E+11,97317222400 ,999595725336 ,6407664906 
97306926800 ,6404407911 ,9.99088E+11,97306926800 ,999087634116 ,6404407911 
96855527524 ,6402976187 ,9.98864E+11,96855527524 ,998864285172 ,6402976187 
96507366900 ,6399906438 ,9.98385E+11,96507366900 ,998385404328 ,6399906438 
96452900340 ,6390210765 ,9.96873E+11,96452900340 ,996872879340 ,6390210765 
96438649600 ,6385965410 ,9.96211E+11,96438649600 ,996210603960 ,6385965410 
96199400000 ,6383153046 ,9.95772E+11,96199400000 ,995771875176 ,6383153046 
95912894000 ,6361264313 ,9.92357E+11,95912894000 ,992357232828 ,6361264313 
95911049360 ,6359620146 ,9.92101E+11,95911049360 ,992100742776 ,6359620146 
95452500000 ,6347435957 ,9.902E+11,95452500000 ,990200009292 ,6347435957 
95386848850 ,6328290852 ,9.87213E+11,95386848850 ,987213372912 ,6328290852 
95384688076 ,6305939523 ,9.83727E+11,95384688076 ,983726565588 ,6305939523 
95150950000 ,6284120326 ,9.80323E+11,95150950000 ,980322770856 ,6284120326 
95031975068 ,6276289728 ,9.79101E+11,95031975068 ,979101197568 ,6276289728 
94792912500 ,6250748968 ,9.75117E+11,94792912500 ,975116839008 ,6250748968 
94419871000 ,6245609984 ,9.74315E+11,94419871000 ,974315157504 ,6245609984 
94251700000 ,6237781262 ,9.73094E+11,94251700000 ,973093876872 ,6237781262 
93845208285 ,6234278799 ,9.72547E+11,93845208285 ,972547492644 ,6234278799 
93796543750 ,6211074290 ,9.68928E+11,93796543750 ,968927589240 ,6211074290 
93759180160 ,6199565011 ,9.67132E+11,93759180160 ,967132141716 ,6199565011 
93536361000 ,6197316779 ,9.66781E+11,93536361000 ,966781417524 ,6197316779 
93035427840 ,6195994678 ,9.66575E+11,93035427840 ,966575169768 ,6195994678 
92954304000 ,6186107313 ,9.65033E+11,92954304000 ,965032740828 ,6186107313 
92820000000 ,6167424360 ,9.62118E+11,92820000000 ,962118200160 ,6167424360 
92668759040 ,6155750272 ,9.60297E+11,92668759040 ,960297042432 ,6155750272 
92599000000 ,6134666427 ,9.57008E+11,92599000000 ,957007962612 ,6134666427 
92586402960 ,6129560136 ,9.56211E+11,92586402960 ,956211381216 ,6129560136 
92494206600 ,6113567474 ,9.53717E+11,92494206600 ,953716525944 ,6113567474 
92232947360 ,6104821707 ,9.52352E+11,92232947360 ,952352186292 ,6104821707 
91817589205 ,6083126657 ,9.48968E+11,91817589205 ,948967758492 ,6083126657 
91817452500 ,6077494579 ,9.48089E+11,91817452500 ,948089154324 ,6077494579 
91432511520 ,6044460845 ,9.42936E+11,91432511520 ,942935891820 ,6044460845 
91329130094 ,6043464854 ,9.42781E+11,91329130094 ,942780517224 ,6043464854 
91191100000 ,6040617000 ,9.42336E+11,91191100000 ,942336252000 ,6040617000 
91165701000 ,5996951186 ,9.35524E+11,91165701000 ,935524385016 ,5996951186 
91012954760 ,5988401896 ,9.34191E+11,91012954760 ,934190695776 ,5988401896 
90713283294 ,5985239768 ,9.33697E+11,90713283294 ,933697403808 ,5985239768 
90187120000 ,5975601016 ,9.32194E+11,90187120000 ,932193758496 ,5975601016 
89953897500 ,5962064358 ,9.30082E+11,89953897500 ,930082039848 ,5962064358 
89905284890 ,5945505000 ,9.27499E+11,89905284890 ,927498780000 ,5945505000 
89546912733 ,5942120752 ,9.26971E+11,89546912733 ,926970837312 ,5942120752 
89512500000 ,5941006467 ,9.26797E+11,89512500000 ,926797008852 ,5941006467 
89402911290 ,5939544996 ,9.26569E+11,89402911290 ,926569019376 ,5939544996 
89267883446 ,5937540500 ,9.26256E+11,89267883446 ,926256318000 ,5937540500 
89249421000 ,5898962990 ,9.20238E+11,89249421000 ,920238226440 ,5898962990 
89234542560 ,5876725880 ,9.16769E+11,89234542560 ,916769237280 ,5876725880 
89040000000 ,5872209654 ,9.16065E+11,89040000000 ,916064706024 ,5872209654 
88182620830 ,5863159885 ,9.14653E+11,88182620830 ,914652942060 ,5863159885 
88103620800 ,5851326524 ,9.12807E+11,88103620800 ,912806937744 ,5851326524 
87638592300 ,5846517377 ,9.12057E+11,87638592300 ,912056710812 ,5846517377 
87499468800 ,5840317800 ,9.1109E+11,87499468800 ,911089576800 ,5840317800 
87467264220 ,5835317814 ,9.1031E+11,87467264220 ,910309578984 ,5835317814 
87348332400 ,5827527843 ,9.09094E+11,87348332400 ,909094343508 ,5827527843 
87171965000 ,5826467135 ,9.08929E+11,87171965000 ,908928873060 ,5826467135 
86779639620 ,5814282866 ,9.07028E+11,86779639620 ,907028127096 ,5814282866 
86430055250 ,5804835686 ,9.05554E+11,86430055250 ,905554367016 ,5804835686 
86258228000 ,5795112827 ,9.04038E+11,86258228000 ,904037601012 ,5795112827 
86038395750 ,5790824791 ,9.03369E+11,86038395750 ,903368667396 ,5790824791 
86009008824 ,5786040568 ,9.02622E+11,86009008824 ,902622328608 ,5786040568 
85586424003 ,5774631610 ,9.00843E+11,85586424003 ,900842531160 ,5774631610 
85566256641 ,5767985555 ,8.99806E+11,85566256641 ,899805746580 ,5767985555 
84952547568 ,5763825102 ,8.99157E+11,84952547568 ,899156715912 ,5763825102 
84453721155 ,5743837312 ,8.96039E+11,84453721155 ,896038620672 ,5743837312 
84395428110 ,5743716517 ,8.9602E+11,84395428110 ,896019776652 ,5743716517 
84280977860 ,5738085084 ,8.95141E+11,84280977860 ,895141273104 ,5738085084 
84252203532 ,5737309106 ,8.9502E+11,84252203532 ,895020220536 ,5737309106 
84186859785 ,5732980794 ,8.94345E+11,84186859785 ,894345003864 ,5732980794 
84052698000 ,5726932644 ,8.93401E+11,84052698000 ,893401492464 ,5726932644 
83797503000 ,5692853975 ,8.88085E+11,83797503000 ,888085220100 ,5692853975 
83760426120 ,5679994484 ,8.86079E+11,83760426120 ,886079139504 ,5679994484 
83696869215 ,5676214725 ,8.85489E+11,83696869215 ,885489497100 ,5676214725 
83639400000 ,5672262418 ,8.84873E+11,83639400000 ,884872937208 ,5672262418 
83301535044 ,5670865906 ,8.84655E+11,83301535044 ,884655081336 ,5670865906 
83125643328 ,5663901259 ,8.83569E+11,83125643328 ,883568596404 ,5663901259 
83063714600 ,5663370898 ,8.83486E+11,83063714600 ,883485860088 ,5663370898 
82992000000 ,5652099684 ,8.81728E+11,82992000000 ,881727550704 ,5652099684 
82940000000 ,5647204485 ,8.80964E+11,82940000000 ,880963899660 ,5647204485 
82807145850 ,5643469752 ,8.80381E+11,82807145850 ,880381281312 ,5643469752 
82732218760 ,5631292094 ,8.78482E+11,82732218760 ,878481566664 ,5631292094 
82717145820 ,5626492000 ,8.77733E+11,82717145820 ,877732752000 ,5626492000 
82605365760 ,5618466537 ,8.76481E+11,82605365760 ,876480779772 ,5618466537 
82389368820 ,5613129780 ,8.75648E+11,82389368820 ,875648245680 ,5613129780 
82281272507 ,5605448794 ,8.7445E+11,82281272507 ,874450011864 ,5605448794 
82045240812 ,5592144465 ,8.72375E+11,82045240812 ,872374536540 ,5592144465 
81964804495 ,5565449895 ,8.6821E+11,81964804495 ,868210183620 ,5565449895 
81741902106 ,5559169317 ,8.6723E+11,81741902106 ,867230413452 ,5559169317 
81709450500 ,5558019201 ,8.67051E+11,81709450500 ,867050995356 ,5558019201 
81385016790 ,5535507328 ,8.63539E+11,81385016790 ,863539143168 ,5535507328 
81276786500 ,5529414953 ,8.62589E+11,81276786500 ,862588732668 ,5529414953 
81094602315 ,5516365297 ,8.60553E+11,81094602315 ,860552986332 ,5516365297 
80882409600 ,5515779472 ,8.60462E+11,80882409600 ,860461597632 ,5515779472 
80860285905 ,5491495000 ,8.56673E+11,80860285905 ,856673220000 ,5491495000 
80770376000 ,5467537394 ,8.52936E+11,80770376000 ,852935833464 ,5467537394 
80558100000 ,5459172748 ,8.51631E+11,80558100000 ,851630948688 ,5459172748 
80534960000 ,5448298197 ,8.49935E+11,80534960000 ,849934518732 ,5448298197 
80527865600 ,5414046999 ,8.44591E+11,80527865600 ,844591331844 ,5414046999 
80520621090 ,5411374098 ,8.44174E+11,80520621090 ,844174359288 ,5411374098 
80468635520 ,5405608667 ,8.43275E+11,80468635520 ,843274952052 ,5405608667 
80398591836 ,5397971338 ,8.42084E+11,80398591836 ,842083528728 ,5397971338 
80302320000 ,5378822009 ,8.39096E+11,80302320000 ,839096233404 ,5378822009 
80197267968 ,5376589503 ,8.38748E+11,80197267968 ,838747962468 ,5376589503 
80115634500 ,5375521184 ,8.38581E+11,80115634500 ,838581304704 ,5375521184 
79825378500 ,5374908309 ,8.38486E+11,79825378500 ,838485696204 ,5374908309 
79313276712 ,5374491193 ,8.38421E+11,79313276712 ,838420626108 ,5374491193 
79224439030 ,5367131213 ,8.37272E+11,79224439030 ,837272469228 ,5367131213 
79200782919 ,5324521280 ,8.30625E+11,79200782919 ,830625319680 ,5324521280 
78707317350 ,5294218528 ,8.25898E+11,78707317350 ,825898090368 ,5294218528 
78640912440 ,5289935785 ,8.2523E+11,78640912440 ,825229982460 ,5289935785 
78571766000 ,5274060838 ,8.22753E+11,78571766000 ,822753490728 ,5274060838 
78526018532 ,5267668866 ,8.21756E+11,78526018532 ,821756343096 ,5267668866 
78444326413 ,5251258468 ,8.19196E+11,78444326413 ,819196321008 ,5251258468 
78398062600 ,5221973675 ,8.14628E+11,78398062600 ,814627893300 ,5221973675 
78377538020 ,5219168603 ,8.1419E+11,78377538020 ,814190302068 ,5219168603 
78278472000 ,5210040394 ,8.12766E+11,78278472000 ,812766301464 ,5210040394 
77134128327 ,5207867068 ,8.12427E+11,77134128327 ,812427262608 ,5207867068 
77058650350 ,5206110717 ,8.12153E+11,77058650350 ,812153271852 ,5206110717 
77037934020 ,5201308573 ,8.11404E+11,77037934020 ,811404137388 ,5201308573 
77017621824 ,5196845407 ,8.10708E+11,77017621824 ,810707883492 ,5196845407 
76951160000 ,5184914742 ,8.08847E+11,76951160000 ,808846699752 ,5184914742 
76500000000 ,5161648110 ,8.05217E+11,76500000000 ,805217105160 ,5161648110 
76371972000 ,5126527972 ,7.99738E+11,76371972000 ,799738363632 ,5126527972 
76127700264 ,5125469152 ,7.99573E+11,76127700264 ,799573187712 ,5125469152 
76120723532 ,5120417467 ,7.98785E+11,76120723532 ,798785124852 ,5120417467 
76096794896 ,5079104047 ,7.9234E+11,76096794896 ,792340231332 ,5079104047 
76050000000 ,5076164041 ,7.91882E+11,76050000000 ,791881590396 ,5076164041 
75985254000 ,5072800289 ,7.91357E+11,75985254000 ,791356845084 ,5072800289 
75586933140 ,5068191739 ,7.90638E+11,75586933140 ,790637911284 ,5068191739 
75435095416 ,5059911405 ,7.89346E+11,75435095416 ,789346179180 ,5059911405 
75182932890 ,5032607064 ,7.85087E+11,75182932890 ,785086701984 ,5032607064 
75032341440 ,5029303305 ,7.84571E+11,75032341440 ,784571315580 ,5029303305 
75002041026 ,5026602813 ,7.8415E+11,75002041026 ,784150038828 ,5026602813 
74800000000 ,5018528305 ,7.8289E+11,74800000000 ,782890415580 ,5018528305 
74753255050 ,5011611258 ,7.81811E+11,74753255050 ,781811356248 ,5011611258 
74740000000 ,5002483235 ,7.80387E+11,74740000000 ,780387384660 ,5002483235 
74373553600 ,4996258758 ,7.79416E+11,74373553600 ,779416366248 ,4996258758 
74345155272 ,4986072773 ,7.77827E+11,74345155272 ,777827352588 ,4986072773 
74278431000 ,4980867270 ,7.77015E+11,74278431000 ,777015294120 ,4980867270 
73964455400 ,4978677644 ,7.76674E+11,73964455400 ,776673712464 ,4978677644 
73727372418 ,4976524366 ,7.76338E+11,73727372418 ,776337801096 ,4976524366 
73669612506 ,4976416411 ,7.76321E+11,73669612506 ,776320960116 ,4976416411 
73419029600 ,4970089999 ,7.75334E+11,73419029600 ,775334039844 ,4970089999 
73306635000 ,4964561190 ,7.74472E+11,73306635000 ,774471545640 ,4964561190 
73222612188 ,4962711730 ,7.74183E+11,73222612188 ,774183029880 ,4962711730 
73166740419 ,4962484900 ,7.74148E+11,73166740419 ,774147644400 ,4962484900 
72775868328 ,4954491312 ,7.72901E+11,72775868328 ,772900644672 ,4954491312 
72704000000 ,4944019626 ,7.71267E+11,72704000000 ,771267061656 ,4944019626 
72605022032 ,4942902231 ,7.71093E+11,72605022032 ,771092748036 ,4942902231 
72135128920 ,4917241403 ,7.6709E+11,72135128920 ,767089658868 ,4917241403 
72079512000 ,4905407996 ,7.65244E+11,72079512000 ,765243647376 ,4905407996 
71915809672 ,4905127851 ,7.652E+11,71915809672 ,765199944756 ,4905127851 
71362600000 ,4884839254 ,7.62035E+11,71362600000 ,762034923624 ,4884839254 
71296491420 ,4857103988 ,7.57708E+11,71296491420 ,757708222128 ,4857103988 
71222169600 ,4856254025 ,7.57576E+11,71222169600 ,757575627900 ,4856254025 
71068096784 ,4813967002 ,7.50979E+11,71068096784 ,750978852312 ,4813967002 
70700742720 ,4794618214 ,7.4796E+11,70700742720 ,747960441384 ,4794618214 
70585970625 ,4782602418 ,7.46086E+11,70585970625 ,746085977208 ,4782602418 
70475582205 ,4777689323 ,7.4532E+11,70475582205 ,745319534388 ,4777689323 
70376517200 ,4768319911 ,7.43858E+11,70376517200 ,743857906116 ,4768319911 
70114683597 ,4759204719 ,7.42436E+11,70114683597 ,742435936164 ,4759204719 
70069871604 ,4755191501 ,7.4181E+11,70069871604 ,741809874156 ,4755191501 
69733000000 ,4750637095 ,7.41099E+11,69733000000 ,741099386820 ,4750637095 
69650000000 ,4742013443 ,7.39754E+11,69650000000 ,739754097108 ,4742013443 
69606000000 ,4741063763 ,7.39606E+11,69606000000 ,739605947028 ,4741063763 
69520196566 ,4733101690 ,7.38364E+11,69520196566 ,738363863640 ,4733101690 
69212000000 ,4729425102 ,7.3779E+11,,,
69091176000 ,4725943341 ,7.37247E+11,,,
68845325000 ,4722070698 ,7.36643E+11,,,
68792281700 ,4716371500 ,7.35754E+11,,,
68360400800 ,4702179947 ,7.3354E+11,,,
68320326000 ,4691895805 ,7.31936E+11,,,
68073949840 ,4687589959 ,7.31264E+11,,,
67830105210 ,4669134971 ,7.28385E+11,,,
67598546000 ,4668052971 ,7.28216E+11,,,
67584672000 ,4657187769 ,7.26521E+11,,,
67416800000 ,4656557175 ,7.26423E+11,,,
67312652613 ,4649670422 ,7.25349E+11,,,
67193527166 ,4626239650 ,7.21693E+11,,,
67184526660 ,4619557271 ,7.20651E+11,,,
67016123477 ,4606902605 ,7.18677E+11,,,
66977860608 ,4599910620 ,7.17586E+11,,,
66949875108 ,4599098419 ,7.17459E+11,,,
66937095155 ,4582863686 ,7.14927E+11,,,
66920392509 ,4571803768 ,7.13201E+11,,,
66861000000 ,4570378366 ,7.12979E+11,,,
66859075904 ,4570158933 ,7.12945E+11,,,
66804595200 ,4569013413 ,7.12766E+11,,,
66764282775 ,4564468798 ,7.12057E+11,,,
66754728504 ,4558092308 ,7.11062E+11,,,
66753468600 ,4534182223 ,7.07332E+11,,,
66523418680 ,4530979837 ,7.06833E+11,,,
66325934928 ,4529512076 ,7.06604E+11,,,
66276800000 ,4517794000 ,7.04776E+11,,,
65926000000 ,4512973359 ,7.04024E+11,,,
65919201600 ,4499035023 ,7.01849E+11,,,
65739479040 ,4483718452 ,6.9946E+11,,,
65716985516 ,4483001430 ,6.99348E+11,,,
65485209998 ,4482232182 ,6.99228E+11,,,
65245134492 ,4480184837 ,6.98909E+11,,,
65116008400 ,4477596106 ,6.98505E+11,,,
64911543990 ,4474983885 ,6.98097E+11,,,
64859574822 ,4465444203 ,6.96609E+11,,,
64848417385 ,4460205411 ,6.95792E+11,,,
64680600000 ,4455388538 ,6.95041E+11,,,
